Area/12754 Pop/34.86270523071289
Area/12899 Pop/2211.495361328125
Area/5199 Pop/220.34181213378906
Area/13116 Pop/52.923095703125
Area/8682 Pop/254.55979919433594
Area/8236 Pop/939.662841796875
Area/5518 Pop/2756.749267578125
Area/9555 Pop/47.5762939453125
Area/15017 Pop/26.56768226623535
Area/5618 Pop/250.15316772460938
Area/16355 Pop/21.784656524658203
Area/14538 Pop/80.08016204833984
Area/11108 Pop/106.2302474975586
Area/12408 Pop/124.66597747802734
Area/16543 Pop/18.378067016601562
Area/14859 Pop/18.812931060791016
Area/13828 Pop/935.4904174804688
Area/14710 Pop/40.43767547607422
Area/9820 Pop/760.5536499023438
Area/16694 Pop/78.84617614746094
Area/2708 Pop/6002.5673828125
Area/9093 Pop/148.3274383544922
Area/5919 Pop/66.15950775146484
Area/6943 Pop/197.3135223388672
Area/4660 Pop/2996.01220703125
Area/16585 Pop/110.12105560302734
Area/11511 Pop/308.5086364746094
Area/16312 Pop/0.0
Area/15306 Pop/48.87250518798828
Area/7368 Pop/459.29229736328125
Area/7851 Pop/977.006591796875
Area/4686 Pop/6932.28759765625
Area/8529 Pop/760.2901000976562
Area/17013 Pop/14.370283126831055
Area/16039 Pop/16.866342544555664
Area/1473 Pop/11266.998046875
Area/1445 Pop/273.2065734863281
Area/8876 Pop/538.0886840820312
Area/10407 Pop/4412.841796875
Area/16156 Pop/22.387662887573242
Area/1311 Pop/0.0
Area/17004 Pop/33.834228515625
Area/3153 Pop/4350.751953125
Area/4715 Pop/336.3612365722656
Area/7822 Pop/3952.22900390625
Area/5857 Pop/2299.87158203125
Area/1807 Pop/2876.54541015625
Area/12013 Pop/134.3641815185547
Area/5479 Pop/101.02762603759766
Area/12170 Pop/277.2225646972656
Area/11015 Pop/12.903536796569824
Area/7829 Pop/1636.4686279296875
Area/13423 Pop/569.1022338867188
Area/13110 Pop/62.14976501464844
Area/2229 Pop/9759.6015625
Area/2585 Pop/295.3686828613281
Area/14450 Pop/214.46046447753906
Area/8301 Pop/10457.0048828125
Area/15581 Pop/12.635284423828125
Area/14425 Pop/105.22295379638672
Area/1282 Pop/25790.697265625
Area/820 Pop/60.98834228515625
Area/4371 Pop/7536.13916015625
Area/8345 Pop/3133.018798828125
Area/4085 Pop/288.7936096191406
Area/16758 Pop/12.0086669921875
Area/15483 Pop/10.986276626586914
Area/16680 Pop/47.14359664916992
Area/4239 Pop/1489.0023193359375
Area/8407 Pop/2158.093505859375
Area/15462 Pop/168.3556671142578
Area/4413 Pop/2568.02587890625
Area/9330 Pop/1328.3653564453125
Area/16452 Pop/101.3623275756836
Area/15347 Pop/147.98753356933594
Area/17068 Pop/38.358863830566406
Area/7826 Pop/3202.590576171875
Area/1226 Pop/0.0
Area/11186 Pop/40.45827102661133
Area/14935 Pop/80.21520233154297
Area/4812 Pop/1760.4293212890625
Area/14184 Pop/245.39930725097656
Area/2009 Pop/5395.61181640625
Area/16322 Pop/0.0
Area/3569 Pop/4125.32666015625
Area/2056 Pop/2302.594482421875
Area/272 Pop/0.0
Area/15360 Pop/173.60887145996094
Area/9104 Pop/293.1021423339844
Area/7610 Pop/1021.9086303710938
Area/12324 Pop/209.79989624023438
Area/4277 Pop/9903.0400390625
Area/16813 Pop/1.1794192790985107
Area/6705 Pop/271.782470703125
Area/1853 Pop/943.7059326171875
Area/10666 Pop/96.0157241821289
Area/14472 Pop/46.62702560424805
Area/14242 Pop/245.63186645507812
Area/10340 Pop/115.96883392333984
Area/13637 Pop/52.34956359863281
Area/4595 Pop/455.9127197265625
Area/12183 Pop/672.4005126953125
Area/158 Pop/0.0
Area/2671 Pop/599.1317749023438
Area/6140 Pop/1629.798095703125
Area/2916 Pop/13410.8212890625
Area/12499 Pop/148.36233520507812
Area/2070 Pop/307.09613037109375
Area/11270 Pop/79.58353424072266
Area/11363 Pop/22.074514389038086
Area/16371 Pop/42.262264251708984
Area/14553 Pop/74.5589828491211
Area/10063 Pop/18.687429428100586
Area/12310 Pop/42.158348083496094
Area/5750 Pop/5559.47900390625
Area/12617 Pop/187.3585205078125
Area/14820 Pop/206.69639587402344
Area/9243 Pop/257.7643127441406
Area/3760 Pop/3398.36181640625
Area/11644 Pop/52.27240753173828
Area/4774 Pop/81.94416809082031
Area/7065 Pop/687.9458618164062
Area/13469 Pop/61.32457733154297
Area/2810 Pop/744.8274536132812
Area/8071 Pop/34.20036697387695
Area/2683 Pop/57.16875076293945
Area/11708 Pop/84.72649383544922
Area/15217 Pop/26.02687644958496
Area/4493 Pop/1399.366455078125
Area/781 Pop/0.0
Area/7813 Pop/4064.689208984375
Area/9238 Pop/1746.0821533203125
Area/15391 Pop/76.53392791748047
Area/7769 Pop/1280.9912109375
Area/3595 Pop/6999.76220703125
Area/15072 Pop/61.2813606262207
Area/10839 Pop/21.93627166748047
Area/15398 Pop/41.34596633911133
Area/11946 Pop/140.50637817382812
Area/14721 Pop/193.54039001464844
Area/261 Pop/0.0
Area/14799 Pop/156.18197631835938
Area/2867 Pop/1146.031982421875
Area/9679 Pop/1053.1558837890625
Area/14967 Pop/60.20650100708008
Area/11383 Pop/89.33522033691406
Area/14162 Pop/41.426570892333984
Area/15168 Pop/13.481858253479004
Area/16565 Pop/34.51422882080078
Area/2684 Pop/47.0154914855957
Area/12637 Pop/146.57546997070312
Area/562 Pop/0.0
Area/15843 Pop/174.83013916015625
Area/1520 Pop/0.0
Area/14584 Pop/40.89229965209961
Area/9158 Pop/271.6344909667969
Area/15060 Pop/29.701271057128906
Area/5866 Pop/1279.2919921875
Area/6230 Pop/59.36179733276367
Area/6408 Pop/851.0928955078125
Area/9249 Pop/427.1722106933594
Area/8546 Pop/2411.7373046875
Area/10823 Pop/348.0624694824219
Area/7357 Pop/775.446044921875
Area/6791 Pop/1354.8377685546875
Area/6839 Pop/158.04344177246094
Area/1441 Pop/221.861572265625
Area/1313 Pop/0.0
Area/6591 Pop/2129.8544921875
Area/7923 Pop/4786.22509765625
Area/15942 Pop/283.6795959472656
Area/1743 Pop/0.0
Area/9963 Pop/256.9767761230469
Area/220 Pop/0.0
Area/12708 Pop/134.27197265625
Area/3672 Pop/3320.572998046875
Area/8081 Pop/4537.7412109375
Area/13282 Pop/457.74957275390625
Area/2381 Pop/49.96626663208008
Area/4574 Pop/38.48096466064453
Area/5151 Pop/339.78936767578125
Area/13768 Pop/94.01766204833984
Area/2051 Pop/272.34332275390625
Area/8528 Pop/728.677734375
Area/8335 Pop/3652.73388671875
Area/13633 Pop/213.8278045654297
Area/5828 Pop/1484.893798828125
Area/9869 Pop/30.0347957611084
Area/15931 Pop/19.55585289001465
Area/5645 Pop/4737.28564453125
Area/1573 Pop/36988.7578125
Area/11639 Pop/30.721759796142578
Area/17102 Pop/27.2136173248291
Area/16556 Pop/162.36878967285156
Area/5444 Pop/171.04165649414062
Area/15745 Pop/368.2019958496094
Area/9870 Pop/38.666473388671875
Area/603 Pop/0.0
Area/10631 Pop/20.206130981445312
Area/10090 Pop/1012.3316650390625
Area/14436 Pop/65.02659606933594
Area/6005 Pop/124.81122589111328
Area/16989 Pop/19.067646026611328
Area/7887 Pop/913.6189575195312
Area/14877 Pop/11.293163299560547
Area/3706 Pop/565.43115234375
Area/4641 Pop/443.0601501464844
Area/2930 Pop/754.7359619140625
Area/5587 Pop/70.93833923339844
Area/830 Pop/18.80523109436035
Area/11332 Pop/12.92957592010498
Area/11631 Pop/51.437740325927734
Area/10886 Pop/34.86359405517578
Area/11031 Pop/566.7526245117188
Area/523 Pop/0.0
Area/8883 Pop/737.2109375
Area/12484 Pop/213.23306274414062
Area/12329 Pop/120.54432678222656
Area/8790 Pop/868.9024047851562
Area/14213 Pop/29.90053939819336
Area/2979 Pop/4229.791015625
Area/4856 Pop/1093.5345458984375
Area/14131 Pop/58.50035095214844
Area/8858 Pop/3665.70751953125
Area/3172 Pop/1241.524658203125
Area/12088 Pop/48.16165542602539
Area/10733 Pop/30.115333557128906
Area/345 Pop/0.0
Area/13941 Pop/225.90304565429688
Area/3557 Pop/3381.152099609375
Area/3521 Pop/354.1423645019531
Area/17182 Pop/132.995361328125
Area/6053 Pop/5935.45751953125
Area/4281 Pop/9191.3271484375
Area/12117 Pop/95.00437927246094
Area/8556 Pop/1023.5034790039062
Area/11505 Pop/170.84130859375
Area/5887 Pop/38.8443603515625
Area/13303 Pop/275.8840637207031
Area/6526 Pop/79.31254577636719
Area/14847 Pop/55.20780563354492
Area/11685 Pop/25.903366088867188
Area/1895 Pop/956.154296875
Area/2546 Pop/1511.9290771484375
Area/938 Pop/0.0
Area/2214 Pop/1627.1187744140625
Area/16967 Pop/32.62217712402344
Area/188 Pop/0.0
Area/9990 Pop/588.6685180664062
Area/9561 Pop/159.35137939453125
Area/1636 Pop/0.0
Area/7452 Pop/318.87811279296875
Area/14628 Pop/139.9329071044922
Area/10896 Pop/17.28765869140625
Area/13109 Pop/131.34027099609375
Area/8673 Pop/290.74078369140625
Area/5395 Pop/463.44000244140625
Area/17115 Pop/18.3138427734375
Area/8356 Pop/529.0482788085938
Area/9015 Pop/294.3816223144531
Area/9184 Pop/594.1051025390625
Area/4828 Pop/1050.880615234375
Area/8402 Pop/3402.1533203125
Area/9175 Pop/168.4730224609375
Area/9557 Pop/61.8431396484375
Area/2115 Pop/6737.044921875
Area/14357 Pop/33.26787567138672
Area/13031 Pop/169.86181640625
Area/13922 Pop/54.056217193603516
Area/8637 Pop/190.63636779785156
Area/6378 Pop/6577.42138671875
Area/13628 Pop/533.2275390625
Area/1350 Pop/0.0
Area/10704 Pop/10.676494598388672
Area/2995 Pop/101.43925476074219
Area/11670 Pop/61.036407470703125
Area/10981 Pop/114.8205795288086
Area/9811 Pop/571.6306762695312
Area/1841 Pop/0.0
Area/14988 Pop/43.975990295410156
Area/3998 Pop/3048.7900390625
Area/12496 Pop/167.25328063964844
Area/8184 Pop/1598.6490478515625
Area/8624 Pop/807.8458251953125
Area/2458 Pop/210.89186096191406
Area/8910 Pop/515.1549682617188
Area/12578 Pop/38.55615997314453
Area/14371 Pop/58.576107025146484
Area/10127 Pop/272.90264892578125
Area/5967 Pop/1087.28125
Area/45 Pop/0.0
Area/9510 Pop/224.46018981933594
Area/1325 Pop/0.0
Area/5187 Pop/272.3324890136719
Area/10379 Pop/56.94014358520508
Area/4860 Pop/583.8613891601562
Area/16958 Pop/12.516624450683594
Area/13683 Pop/28.321136474609375
Area/11136 Pop/195.3277587890625
Area/2910 Pop/0.0
Area/8085 Pop/15796.712890625
Area/3560 Pop/1071.5882568359375
Area/3883 Pop/1048.8486328125
Area/14556 Pop/335.57763671875
Area/7690 Pop/200.03042602539062
Area/25 Pop/0.0
Area/794 Pop/0.0
Area/8707 Pop/1554.156494140625
Area/15839 Pop/1261.314208984375
Area/9141 Pop/280.8064270019531
Area/11254 Pop/92.50162506103516
Area/9205 Pop/111.1366195678711
Area/10876 Pop/99.79635620117188
Area/11997 Pop/33.21074676513672
Area/8630 Pop/59.11924362182617
Area/2601 Pop/0.0
Area/16160 Pop/39.68227005004883
Area/12187 Pop/60.84590148925781
Area/11378 Pop/172.1878662109375
Area/1556 Pop/0.0
Area/10295 Pop/14.587730407714844
Area/13930 Pop/634.6824951171875
Area/2406 Pop/2767.501708984375
Area/15842 Pop/87.74736022949219
Area/3441 Pop/13741.60546875
Area/16202 Pop/5.217180252075195
Area/8894 Pop/662.8530883789062
Area/15282 Pop/22.22258758544922
Area/5036 Pop/3504.95068359375
Area/5296 Pop/3421.18798828125
Area/8470 Pop/452.8941650390625
Area/7295 Pop/1992.6024169921875
Area/5985 Pop/71.50218963623047
Area/551 Pop/0.0
Area/746 Pop/8398.7744140625
Area/15816 Pop/13.597187042236328
Area/16180 Pop/691.2464599609375
Area/8424 Pop/3370.681396484375
Area/7937 Pop/836.1941528320312
Area/11751 Pop/28.71662139892578
Area/15550 Pop/75.46690368652344
Area/3122 Pop/2460.59375
Area/11154 Pop/49.54948425292969
Area/17164 Pop/9.010499954223633
Area/1864 Pop/20.70792007446289
Area/7410 Pop/1856.8712158203125
Area/17146 Pop/11.632497787475586
Area/12392 Pop/252.20045471191406
Area/4547 Pop/296.2968444824219
Area/4326 Pop/731.8245239257812
Area/9677 Pop/576.8223266601562
Area/6332 Pop/194.35560607910156
Area/4699 Pop/257.60565185546875
Area/1312 Pop/0.0
Area/15521 Pop/90.59352111816406
Area/10448 Pop/99.94683837890625
Area/5075 Pop/262.3265075683594
Area/7293 Pop/2003.759765625
Area/5097 Pop/348.0572204589844
Area/1973 Pop/0.0
Area/9999 Pop/196.07943725585938
Area/3054 Pop/7324.86962890625
Area/8595 Pop/212.3177032470703
Area/4452 Pop/8945.87109375
Area/3763 Pop/6629.90087890625
Area/1235 Pop/650.0122680664062
Area/5861 Pop/2759.113525390625
Area/8037 Pop/1094.592041015625
Area/16922 Pop/13.823013305664062
Area/10725 Pop/270.8994140625
Area/2183 Pop/0.0
Area/5467 Pop/57.96342849731445
Area/8743 Pop/213.97361755371094
Area/4879 Pop/123.0991439819336
Area/7320 Pop/1803.173828125
Area/3922 Pop/2212.294921875
Area/11510 Pop/208.81385803222656
Area/447 Pop/0.0
Area/5788 Pop/1005.0758056640625
Area/14780 Pop/150.3285675048828
Area/15808 Pop/39.083473205566406
Area/2886 Pop/284.901123046875
Area/12098 Pop/45.809608459472656
Area/1677 Pop/30312.9453125
Area/476 Pop/0.0
Area/4031 Pop/1707.2501220703125
Area/2137 Pop/1508.2830810546875
Area/5933 Pop/3083.9775390625
Area/3828 Pop/1009.4404296875
Area/16062 Pop/120.38783264160156
Area/3361 Pop/4535.90234375
Area/15992 Pop/25.64630889892578
Area/14355 Pop/32.51984786987305
Area/8291 Pop/6796.11962890625
Area/13178 Pop/140.24298095703125
Area/11005 Pop/262.0985412597656
Area/4232 Pop/1050.243896484375
Area/5002 Pop/2500.349609375
Area/2528 Pop/30308.357421875
Area/16976 Pop/871.7515869140625
Area/6832 Pop/1790.09228515625
Area/12477 Pop/43.74174880981445
Area/16728 Pop/7.838555812835693
Area/967 Pop/5966.28564453125
Area/11333 Pop/10.668195724487305
Area/33 Pop/0.0
Area/14224 Pop/192.90570068359375
Area/2811 Pop/8650.2587890625
Area/4638 Pop/306.1204833984375
Area/12748 Pop/17.770092010498047
Area/12476 Pop/39.003353118896484
Area/8514 Pop/707.4378662109375
Area/4102 Pop/2647.24560546875
Area/9339 Pop/574.3277587890625
Area/9362 Pop/972.4133911132812
Area/8107 Pop/235.44444274902344
Area/1415 Pop/0.0
Area/15855 Pop/62.65887451171875
Area/2770 Pop/5362.18408203125
Area/1278 Pop/12346.8271484375
Area/14287 Pop/108.47836303710938
Area/8600 Pop/720.32421875
Area/16913 Pop/2.934123992919922
Area/1265 Pop/23803.033203125
Area/5832 Pop/1521.4161376953125
Area/17107 Pop/26.56665802001953
Area/8778 Pop/651.2175903320312
Area/2926 Pop/642.4627075195312
Area/7242 Pop/1196.16845703125
Area/10480 Pop/20.461742401123047
Area/1528 Pop/0.0
Area/4535 Pop/274.84161376953125
Area/16127 Pop/32.05854415893555
Area/13126 Pop/153.99819946289062
Area/15245 Pop/121.19417572021484
Area/3191 Pop/6326.6767578125
Area/7997 Pop/155.158935546875
Area/14639 Pop/162.10397338867188
Area/13189 Pop/97.2677993774414
Area/1731 Pop/0.0
Area/903 Pop/0.0
Area/7985 Pop/19936.51953125
Area/2884 Pop/3810.31005859375
Area/7324 Pop/2236.25537109375
Area/6384 Pop/488.3243408203125
Area/7804 Pop/8931.556640625
Area/9019 Pop/271.0170593261719
Area/10343 Pop/217.53109741210938
Area/14125 Pop/70.10821533203125
Area/2090 Pop/39223.0390625
Area/6902 Pop/3657.44140625
Area/8703 Pop/848.1881103515625
Area/11298 Pop/595.5397338867188
Area/16564 Pop/45.268672943115234
Area/2557 Pop/335.2085266113281
Area/9519 Pop/222.1747283935547
Area/16082 Pop/138.3032989501953
Area/4541 Pop/1046.0457763671875
Area/14994 Pop/87.34803771972656
Area/2511 Pop/2373.490966796875
Area/9648 Pop/1039.51318359375
Area/8195 Pop/3404.346435546875
Area/11723 Pop/894.8109130859375
Area/4993 Pop/398.9230651855469
Area/15795 Pop/23.349897384643555
Area/985 Pop/0.0
Area/9287 Pop/592.2810668945312
Area/12358 Pop/2902.710693359375
Area/837 Pop/0.0
Area/2765 Pop/623.815673828125
Area/4052 Pop/314.132080078125
Area/8882 Pop/306.68218994140625
Area/5602 Pop/307.7856140136719
Area/2289 Pop/0.0
Area/3893 Pop/5588.1484375
Area/8142 Pop/881.0283813476562
Area/16283 Pop/564.3447265625
Area/757 Pop/0.0
Area/2405 Pop/9989.6748046875
Area/14922 Pop/90.33052062988281
Area/15548 Pop/62.24384307861328
Area/9976 Pop/43.14079284667969
Area/11037 Pop/74.93110656738281
Area/7185 Pop/7642.7529296875
Area/13565 Pop/25.92429542541504
Area/10225 Pop/74.89060974121094
Area/8632 Pop/693.3236083984375
Area/12869 Pop/39.47142791748047
Area/3546 Pop/18594.146484375
Area/2255 Pop/96.60160827636719
Area/8139 Pop/1957.4658203125
Area/6813 Pop/1028.369140625
Area/7530 Pop/1835.9033203125
Area/15936 Pop/28.105907440185547
Area/16014 Pop/202.5380401611328
Area/1010 Pop/0.0
Area/11633 Pop/58.32491683959961
