Area/1172 GDP/9350.5390625
Area/2681 GDP/47680.23046875
Area/1464 GDP/10000.0
Area/3849 GDP/5.409524440765381
Area/3755 GDP/10000.0
Area/4604 GDP/5.423677444458008
Area/2991 GDP/10000.0
Area/3941 GDP/13.756136894226074
Area/3820 GDP/10000.0
Area/1406 GDP/1199.873291015625
Area/3212 GDP/42136.81640625
Area/3573 GDP/10000.0
Area/1739 GDP/14891.228515625
Area/2846 GDP/44402.87109375
Area/3795 GDP/46448.37890625
Area/5204 GDP/14.844989776611328
Area/3277 GDP/10107.9716796875
Area/2909 GDP/10894.2919921875
Area/9 GDP/13422.37109375
Area/5020 GDP/5.409524440765381
Area/3267 GDP/1057.2371826171875
Area/2179 GDP/10906.2587890625
Area/4840 GDP/5.409524440765381
Area/3193 GDP/32681.865234375
Area/157 GDP/100.64434051513672
Area/554 GDP/22182.77734375
Area/1486 GDP/1024.4644775390625
Area/1204 GDP/49647.27734375
Area/4732 GDP/5887.6611328125
Area/33 GDP/7168.4931640625
Area/248 GDP/3468.49462890625
Area/821 GDP/1293.4246826171875
Area/2187 GDP/108.2203369140625
Area/3698 GDP/114.33473205566406
Area/3069 GDP/10000.0
Area/2071 GDP/10502.9296875
Area/3318 GDP/36138.93359375
Area/4061 GDP/11666.51171875
Area/457 GDP/10000.0
Area/799 GDP/10000.0
Area/3156 GDP/10000.0
Area/779 GDP/43796.50390625
Area/1498 GDP/13367.4033203125
Area/4861 GDP/5.409524440765381
Area/2880 GDP/26233.591796875
Area/5099 GDP/5.409524440765381
Area/435 GDP/10000.0
Area/350 GDP/10000.0
Area/3840 GDP/20661.677734375
Area/2452 GDP/6737.27197265625
Area/1105 GDP/7360.68212890625
Area/3825 GDP/10000.0
Area/5015 GDP/5.409524440765381
Area/910 GDP/3252.1572265625
Area/1647 GDP/10218.0341796875
Area/1493 GDP/100.3001708984375
Area/4255 GDP/5.409524440765381
Area/4496 GDP/35727.99609375
Area/2903 GDP/10000.0
Area/1895 GDP/10000.0
Area/4403 GDP/39954.109375
Area/4521 GDP/7.917684555053711
Area/324 GDP/14329.2822265625
Area/1374 GDP/42860.5390625
Area/3377 GDP/23527.533203125
Area/1932 GDP/19752.728515625
Area/201 GDP/10000.0
Area/4692 GDP/5.409524440765381
Area/4053 GDP/11738.224609375
Area/1317 GDP/36519.84765625
Area/3128 GDP/21394.083984375
Area/1952 GDP/48637.1484375
Area/3855 GDP/8.96386432647705
Area/1203 GDP/3650.554931640625
Area/2016 GDP/9382.09765625
Area/2941 GDP/3592.597412109375
Area/242 GDP/100.64434051513672
Area/274 GDP/35274.0234375
Area/3000 GDP/10000.0
Area/572 GDP/13127.6767578125
Area/1629 GDP/10000.0
Area/3077 GDP/10000.0
Area/131 GDP/14191.5283203125
Area/1995 GDP/20013.98046875
Area/724 GDP/25568.705078125
Area/1968 GDP/10000.0
Area/3690 GDP/13.564597129821777
Area/1263 GDP/99.84886169433594
Area/116 GDP/43744.05859375
Area/3673 GDP/10477.451171875
Area/373 GDP/10000.0
Area/3887 GDP/9506.0302734375
Area/489 GDP/100.64434051513672
Area/188 GDP/30296.685546875
Area/1240 GDP/100.64434051513672
Area/5248 GDP/5.409524440765381
Area/4211 GDP/29836.59375
Area/3103 GDP/1057.2371826171875
Area/8 GDP/13422.37109375
Area/4869 GDP/5.409524440765381
Area/2483 GDP/10013.1484375
Area/2786 GDP/4414.01904296875
Area/2118 GDP/32074.224609375
Area/565 GDP/4840.99267578125
Area/3858 GDP/14.844989776611328
Area/1696 GDP/91.01150512695312
Area/2454 GDP/1944.0361328125
Area/3079 GDP/12346.4658203125
Area/340 GDP/38084.05859375
Area/2430 GDP/19625.390625
Area/1208 GDP/10000.0
Area/3679 GDP/5.409524440765381
Area/1067 GDP/100.64434051513672
Area/2263 GDP/10791.8408203125
Area/93 GDP/9854.8349609375
Area/4297 GDP/248.44573974609375
Area/3696 GDP/226.0756378173828
Area/881 GDP/10000.0
Area/1312 GDP/24355.916015625
Area/2876 GDP/11196.384765625
Area/1580 GDP/100.64434051513672
Area/4362 GDP/5.409524440765381
Area/500 GDP/13729.9150390625
Area/32 GDP/19057.119140625
Area/1761 GDP/10938.53515625
Area/3731 GDP/41771.08203125
Area/2950 GDP/9802.4208984375
Area/4049 GDP/46559.5234375
Area/1182 GDP/10159.234375
Area/1478 GDP/10579.365234375
Area/3511 GDP/10653.6953125
Area/3120 GDP/21130.111328125
Area/2832 GDP/10000.0
Area/4579 GDP/17916.162109375
Area/3448 GDP/248.44573974609375
Area/1681 GDP/48637.1484375
Area/1414 GDP/5670.76025390625
Area/3702 GDP/9467.3359375
Area/4032 GDP/342.943115234375
Area/4352 GDP/14.505322456359863
Area/4399 GDP/10007.5625
Area/2616 GDP/37150.3515625
Area/2 GDP/5694.740234375
Area/2752 GDP/10202.376953125
Area/4670 GDP/5.409524440765381
Area/3185 GDP/1057.2371826171875
Area/5026 GDP/5.409524440765381
Area/3766 GDP/5.409524440765381
Area/4835 GDP/5.409524440765381
Area/4512 GDP/5.86431360244751
Area/1207 GDP/10000.0
Area/783 GDP/2388.5419921875
Area/570 GDP/18629.66796875
Area/4212 GDP/12335.6376953125
Area/2659 GDP/10000.0
Area/4275 GDP/9.426651954650879
Area/1744 GDP/1923.343017578125
Area/1791 GDP/10024.84765625
Area/3088 GDP/24406.29296875
Area/4828 GDP/485.75189208984375
Area/1343 GDP/515.7786865234375
Area/5182 GDP/5.409524440765381
Area/416 GDP/13729.9150390625
Area/1193 GDP/732.236328125
Area/2137 GDP/10000.0
Area/5153 GDP/1719.929931640625
Area/1037 GDP/26469.6015625
Area/5129 GDP/369.2185363769531
Area/3647 GDP/41085.82421875
Area/3021 GDP/1057.2371826171875
Area/4740 GDP/10000.0
Area/323 GDP/11291.73046875
Area/1997 GDP/7232.03662109375
Area/4454 GDP/22371.802734375
Area/442 GDP/10000.0
Area/376 GDP/22100.935546875
Area/3232 GDP/36138.93359375
Area/3208 GDP/11108.4658203125
Area/84 GDP/187.22401428222656
Area/2375 GDP/10092.4990234375
Area/4262 GDP/5.409524440765381
Area/3729 GDP/24338.568359375
Area/5085 GDP/5.409524440765381
Area/76 GDP/19956.9296875
Area/3028 GDP/5169.9140625
Area/3752 GDP/10000.0
Area/3488 GDP/10000.0
Area/449 GDP/31934.46875
Area/3497 GDP/10000.0
Area/3800 GDP/46425.21875
Area/4373 GDP/9742.814453125
Area/17 GDP/186.8273162841797
Area/3790 GDP/7602.64501953125
Area/1621 GDP/10000.0
Area/1795 GDP/10000.0
Area/3292 GDP/27243.173828125
Area/1151 GDP/100.64434051513672
Area/1170 GDP/23342.3203125
Area/3828 GDP/43230.8515625
Area/1574 GDP/100.64434051513672
Area/1303 GDP/26351.162109375
Area/772 GDP/9524.947265625
Area/2270 GDP/108.2203369140625
Area/2791 GDP/16673.09765625
Area/104 GDP/7224.7373046875
Area/586 GDP/100.64434051513672
Area/1850 GDP/37684.16796875
Area/5114 GDP/62.281036376953125
Area/1377 GDP/10000.0
Area/4610 GDP/5.409524440765381
Area/1269 GDP/27651.5234375
Area/3533 GDP/2327.813232421875
Area/4079 GDP/49887.58984375
Area/5087 GDP/5.409524440765381
Area/2437 GDP/2102.75927734375
Area/253 GDP/11437.2041015625
Area/2220 GDP/10000.0
Area/826 GDP/100.64434051513672
Area/2503 GDP/9744.185546875
Area/2464 GDP/10962.916015625
Area/1474 GDP/24106.099609375
Area/2864 GDP/10328.412109375
Area/4128 GDP/7366.45849609375
Area/1319 GDP/16010.2294921875
Area/3114 GDP/5428.83544921875
Area/1283 GDP/18574.642578125
Area/2166 GDP/44408.69140625
Area/2660 GDP/10079.369140625
Area/2362 GDP/108.2203369140625
Area/1164 GDP/281.9001770019531
Area/2322 GDP/10379.5517578125
Area/5219 GDP/957.3712768554688
Area/1823 GDP/3124.119140625
Area/1616 GDP/5752.13427734375
Area/5119 GDP/14.593062400817871
Area/2046 GDP/10000.0
Area/4385 GDP/22843.62109375
Area/3050 GDP/16730.55859375
Area/4347 GDP/5.881320476531982
Area/3287 GDP/14076.93359375
Area/3521 GDP/5.409524440765381
Area/45 GDP/266.2293701171875
Area/1246 GDP/486.54388427734375
Area/2213 GDP/10000.0
Area/2553 GDP/10000.0
Area/2973 GDP/10000.0
Area/519 GDP/10000.0
Area/1841 GDP/10603.2998046875
Area/2242 GDP/10000.0
Area/2238 GDP/10000.0
Area/1046 GDP/10036.63671875
Area/3636 GDP/43970.734375
Area/3468 GDP/37605.73828125
Area/1767 GDP/40008.9921875
Area/2885 GDP/46559.5234375
Area/3574 GDP/10000.0
Area/480 GDP/9506.7333984375
Area/423 GDP/27755.54296875
Area/3599 GDP/5.409524440765381
Area/2215 GDP/10000.0
Area/865 GDP/10003.80078125
Area/4238 GDP/10032.4609375
Area/2801 GDP/46559.5234375
Area/51 GDP/12893.845703125
Area/4848 GDP/5.409524440765381
Area/3238 GDP/10000.0
Area/962 GDP/10036.63671875
Area/4478 GDP/6773.6767578125
Area/2505 GDP/10644.6826171875
Area/478 GDP/10005.0234375
Area/2927 GDP/10394.2216796875
Area/5053 GDP/13344.0107421875
Area/55 GDP/7371.14990234375
Area/301 GDP/1576.3583984375
Area/1560 GDP/10568.0927734375
Area/4367 GDP/5.409524440765381
Area/3975 GDP/821.8080444335938
Area/2716 GDP/46559.5234375
Area/225 GDP/89.4686050415039
Area/3788 GDP/7547.07177734375
Area/1730 GDP/10181.74609375
Area/4957 GDP/10017.6064453125
Area/4765 GDP/6.275700092315674
Area/1581 GDP/100.64434051513672
Area/4600 GDP/8.694953918457031
Area/4606 GDP/5.409524440765381
Area/1634 GDP/10000.0
Area/1821 GDP/13975.4873046875
Area/5174 GDP/5.409524440765381
Area/216 GDP/39650.21484375
Area/2162 GDP/10050.802734375
Area/2582 GDP/21104.158203125
Area/1442 GDP/108.2203369140625
Area/4371 GDP/4635.09765625
Area/1093 GDP/197.42977905273438
Area/1006 GDP/2708.3896484375
Area/4931 GDP/5.409524440765381
Area/3829 GDP/43230.8515625
Area/1209 GDP/10000.0
Area/3589 GDP/10332.6103515625
Area/4959 GDP/10017.0849609375
Area/1898 GDP/10003.7060546875
Area/3486 GDP/10000.0
Area/3455 GDP/28317.591796875
Area/4884 GDP/255.82740783691406
Area/4665 GDP/5.409524440765381
Area/1128 GDP/10000.0
Area/4271 GDP/9.682671546936035
Area/944 GDP/3917.761962890625
Area/2455 GDP/28718.662109375
Area/1598 GDP/13147.943359375
Area/4221 GDP/5912.291015625
Area/827 GDP/141.57308959960938
Area/2871 GDP/243.38027954101562
Area/3730 GDP/10005.587890625
Area/2386 GDP/10000.0
Area/1758 GDP/10635.41796875
Area/3802 GDP/22167.478515625
Area/5238 GDP/485.75189208984375
Area/2208 GDP/30941.189453125
Area/3310 GDP/10000.0
Area/4131 GDP/36963.8671875
Area/222 GDP/128.26974487304688
Area/3483 GDP/10000.0
Area/2363 GDP/108.2203369140625
Area/3585 GDP/10427.7294921875
Area/4657 GDP/10000.0
Area/4750 GDP/5.409524440765381
Area/776 GDP/36067.34765625
Area/4961 GDP/11225.2431640625
Area/3883 GDP/46545.6328125
Area/2750 GDP/10072.5751953125
Area/4775 GDP/5.409524440765381
Area/3266 GDP/1057.2371826171875
Area/810 GDP/100.64434051513672
Area/2312 GDP/10000.0
Area/4742 GDP/10000.0
Area/4344 GDP/5.409524440765381
Area/3152 GDP/10000.0
Area/4978 GDP/882.9075317382812
Area/4676 GDP/8.19204330444336
Area/1065 GDP/14226.90625
Area/5240 GDP/485.75189208984375
Area/5011 GDP/5.409524440765381
Area/3446 GDP/123.41950225830078
Area/2410 GDP/10005.55859375
Area/4874 GDP/10000.0
Area/617 GDP/6553.7275390625
Area/5045 GDP/3416.275146484375
Area/3122 GDP/19546.271484375
Area/3398 GDP/10000.0
Area/328 GDP/3538.326904296875
Area/2052 GDP/10000.0
Area/5127 GDP/10009.046875
Area/4381 GDP/980.1607666015625
Area/984 GDP/100.64434051513672
Area/1694 GDP/19290.66015625
Area/1817 GDP/24595.888671875
Area/3942 GDP/14.844989776611328
Area/5228 GDP/10061.1455078125
Area/2352 GDP/34325.96484375
Area/5046 GDP/347.9599914550781
Area/1839 GDP/10984.705078125
Area/3893 GDP/1839.310302734375
Area/2837 GDP/1717.9471435546875
Area/462 GDP/22428.134765625
Area/3322 GDP/10000.0
Area/2314 GDP/11510.7958984375
Area/4743 GDP/10003.5947265625
Area/2230 GDP/19023.89453125
Area/3348 GDP/1057.2371826171875
Area/2963 GDP/26543.876953125
Area/3861 GDP/10.867356300354004
Area/1552 GDP/10000.0
Area/584 GDP/29620.431640625
Area/3436 GDP/5.409524440765381
Area/3181 GDP/14002.751953125
Area/4654 GDP/12798.2236328125
Area/3650 GDP/10000.0
Area/1078 GDP/100.64434051513672
Area/246 GDP/25283.51171875
Area/505 GDP/14578.4912109375
Area/4290 GDP/43.73857116699219
Area/860 GDP/187.22401428222656
Area/3264 GDP/2050.946533203125
Area/5050 GDP/29110.755859375
Area/40 GDP/12359.251953125
Area/4333 GDP/485.75189208984375
Area/4240 GDP/46142.1875
Area/454 GDP/10068.1044921875
Area/4708 GDP/10000.0322265625
Area/2168 GDP/34992.08203125
Area/1613 GDP/6398.67578125
Area/3817 GDP/35188.4609375
Area/1602 GDP/664.4219360351562
Area/638 GDP/12035.9677734375
Area/3852 GDP/5.409524440765381
Area/2982 GDP/36138.93359375
Area/1787 GDP/17777.6015625
Area/4424 GDP/5.409524440765381
Area/5145 GDP/10062.841796875
Area/969 GDP/15262.751953125
Area/2063 GDP/10000.0
Area/3217 GDP/27053.296875
Area/3237 GDP/10000.0
Area/1525 GDP/187.22401428222656
Area/304 GDP/8007.9755859375
Area/4495 GDP/35727.99609375
Area/251 GDP/100.64434051513672
Area/1192 GDP/23181.83984375
Area/460 GDP/12952.41796875
Area/2998 GDP/10000.0
Area/1388 GDP/23840.0703125
Area/3728 GDP/25984.22265625
Area/3404 GDP/10000.0
Area/4073 GDP/10000.0
Area/2648 GDP/36138.93359375
Area/1465 GDP/10000.0
Area/145 GDP/7845.3857421875
Area/3204 GDP/743.9743041992188
Area/764 GDP/187.22401428222656
Area/3891 GDP/6440.23681640625
Area/424 GDP/15142.05078125
Area/4755 GDP/5.409524440765381
Area/934 GDP/3435.377685546875
Area/4078 GDP/49887.58984375
Area/730 GDP/29844.14453125
Area/2338 GDP/10504.4736328125
Area/4767 GDP/5.409524440765381
Area/3442 GDP/5.409524440765381
Area/5273 GDP/5.409524440765381
Area/5149 GDP/3848.358154296875
Area/44 GDP/72.2236557006836
Area/484 GDP/10010.486328125
Area/4839 GDP/5.409524440765381
Area/3783 GDP/4254.35400390625
Area/1194 GDP/15065.2021484375
Area/1769 GDP/126.714599609375
Area/1461 GDP/10000.0
Area/1492 GDP/100.25313568115234
Area/1825 GDP/10739.494140625
Area/176 GDP/3880.0068359375
Area/2958 GDP/19129.47265625
Area/3165 GDP/10051.7294921875
Area/3334 GDP/8843.6044921875
Area/334 GDP/1837.525634765625
Area/781 GDP/23357.896484375
Area/2100 GDP/37999.60546875
Area/1313 GDP/8403.091796875
Area/4151 GDP/10924.1513671875
Area/4872 GDP/10000.0
Area/467 GDP/7990.04052734375
Area/3803 GDP/22167.478515625
Area/4571 GDP/21203.0
Area/4488 GDP/18373.720703125
Area/1392 GDP/34689.30859375
Area/549 GDP/22687.044921875
Area/577 GDP/33539.421875
Area/1308 GDP/34689.30859375
Area/2089 GDP/1544.1505126953125
Area/3716 GDP/46559.5234375
Area/3758 GDP/10387.6171875
Area/4163 GDP/10000.0
Area/1755 GDP/37757.0234375
Area/4964 GDP/22867.833984375
Area/2412 GDP/10121.5244140625
Area/3478 GDP/41116.97265625
Area/3985 GDP/39891.81640625
Area/2897 GDP/36138.93359375
Area/4253 GDP/5.409524440765381
Area/2351 GDP/0.0
Area/1843 GDP/11020.68359375
Area/1854 GDP/115.8917236328125
Area/3437 GDP/5.409524440765381
Area/91 GDP/10652.77734375
Area/5002 GDP/5.409524440765381
Area/4047 GDP/44457.00390625
Area/2545 GDP/10066.2001953125
Area/2060 GDP/10000.0
Area/1638 GDP/14708.7822265625
Area/578 GDP/10007.298828125
Area/2823 GDP/10390.236328125
Area/1048 GDP/10000.0
Area/797 GDP/10000.0
Area/4009 GDP/5.409524440765381
Area/1856 GDP/1051.1014404296875
Area/419 GDP/100.62297058105469
Area/2143 GDP/14157.7744140625
Area/872 GDP/10000.0
Area/2586 GDP/43555.51171875
Area/3450 GDP/16096.0966796875
Area/2212 GDP/20000.0
Area/1059 GDP/18720.01953125
Area/2150 GDP/10000.0
Area/3882 GDP/24506.189453125
Area/74 GDP/7000.060546875
Area/3110 GDP/8561.8857421875
Area/1418 GDP/100.64434051513672
Area/4827 GDP/19844.16796875
Area/713 GDP/10000.0
Area/5040 GDP/345.4832763671875
Area/3458 GDP/21243.896484375
Area/1213 GDP/10000.0
Area/420 GDP/3923.144775390625
Area/2467 GDP/10000.0
Area/5190 GDP/5.409524440765381
Area/1153 GDP/100.64434051513672
Area/3821 GDP/10000.0
Area/4232 GDP/24634.47265625
Area/1412 GDP/8941.251953125
Area/2623 GDP/43881.25
Area/628 GDP/10000.0
Area/1044 GDP/10000.0
Area/1722 GDP/41399.6171875
Area/1799 GDP/10000.0
Area/2344 GDP/37899.22265625
Area/130 GDP/17780.87890625
Area/2882 GDP/34588.109375
Area/468 GDP/15483.701171875
Area/3528 GDP/262.0907897949219
Area/5038 GDP/14.844989776611328
Area/4064 GDP/6615.3408203125
Area/1435 GDP/6225.75830078125
Area/3966 GDP/46559.5234375
Area/4805 GDP/12025.3525390625
Area/1132 GDP/10000.0
Area/4985 GDP/837.382080078125
Area/569 GDP/33773.30078125
Area/4776 GDP/5.409524440765381
Area/3536 GDP/26585.556640625
Area/576 GDP/10000.0
Area/3031 GDP/42051.96484375
Area/1802 GDP/10000.0
Area/1746 GDP/1544.1505126953125
Area/3308 GDP/40426.5234375
Area/4186 GDP/8683.763671875
Area/1752 GDP/1544.1505126953125
Area/5008 GDP/5.409524440765381
Area/1796 GDP/10000.0
Area/161 GDP/3215.733154296875
Area/3153 GDP/10000.0
Area/769 GDP/46399.609375
Area/491 GDP/16858.0390625
Area/1500 GDP/1217.4141845703125
Area/1697 GDP/1869.654296875
Area/2169 GDP/10133.8779296875
Area/293 GDP/17070.916015625
Area/2183 GDP/0.0
Area/1931 GDP/10669.6982421875
Area/2130 GDP/10000.0
Area/5281 GDP/103.70692443847656
Area/1859 GDP/22514.02734375
Area/1770 GDP/19427.5859375
Area/3135 GDP/24072.181640625
Area/982 GDP/100.64434051513672
Area/2260 GDP/1654.7484130859375
Area/3427 GDP/29397.87109375
Area/2668 GDP/11013.42578125
Area/4904 GDP/4351.91796875
Area/3871 GDP/25937.201171875
Area/5286 GDP/14.844989776611328
Area/393 GDP/11161.544921875
Area/4906 GDP/22807.123046875
Area/4659 GDP/10000.0
Area/1639 GDP/24027.099609375
Area/2804 GDP/46559.5234375
Area/3513 GDP/1057.2371826171875
Area/4158 GDP/10000.0
Area/2315 GDP/10315.69140625
Area/2587 GDP/10775.626953125
Area/4384 GDP/248.44573974609375
Area/4433 GDP/14.844989776611328
Area/645 GDP/16875.580078125
Area/4417 GDP/485.75189208984375
Area/2501 GDP/10179.12109375
Area/3017 GDP/1057.2371826171875
Area/5194 GDP/5.409524440765381
Area/529 GDP/12688.00390625
Area/1840 GDP/10662.1318359375
Area/2683 GDP/1057.2371826171875
Area/4123 GDP/9140.1728515625
Area/1779 GDP/12011.9541015625
Area/3424 GDP/7785.02587890625
Area/1844 GDP/6758.0458984375
Area/1873 GDP/28706.31640625
Area/2119 GDP/32074.224609375
Area/631 GDP/30386.9296875
Area/3075 GDP/10000.0
Area/2715 GDP/31073.099609375
Area/3414 GDP/13231.787109375
Area/1922 GDP/37283.03515625
Area/3401 GDP/36138.93359375
Area/851 GDP/13579.453125
Area/1409 GDP/10258.876953125
Area/3472 GDP/34949.66015625
Area/4340 GDP/5.409524440765381
Area/4800 GDP/2985.4306640625
Area/2516 GDP/1057.2371826171875
Area/4648 GDP/2623.2021484375
Area/5220 GDP/347.9599914550781
Area/4223 GDP/248.44573974609375
Area/4307 GDP/5194.46875
Area/2593 GDP/10957.8369140625
Area/2859 GDP/41333.546875
Area/824 GDP/100.64434051513672
Area/1603 GDP/14884.544921875
Area/3771 GDP/6.445538520812988
Area/2667 GDP/17027.83984375
Area/983 GDP/100.64434051513672
Area/1340 GDP/1696.8651123046875
Area/1036 GDP/6422.24462890625
Area/1554 GDP/14708.7822265625
