Area/1172 Pop/3465.9052734375
Area/1498 Pop/1840.7918701171875
Area/4861 Pop/-99999.0
Area/2880 Pop/7114.99658203125
Area/5099 Pop/-99999.0
Area/435 Pop/14308.3740234375
Area/350 Pop/23578.908203125
Area/3840 Pop/46.33124923706055
Area/2452 Pop/2492.978759765625
Area/1105 Pop/1485.1463623046875
Area/3825 Pop/6741.875
Area/5015 Pop/53.093387603759766
Area/910 Pop/419.8135070800781
Area/1647 Pop/10633.0341796875
Area/1493 Pop/1000.901123046875
Area/4255 Pop/-99999.0
Area/4496 Pop/26.7991886138916
Area/2903 Pop/23772.46484375
Area/1895 Pop/20375.125
Area/4403 Pop/2237.8759765625
Area/4521 Pop/52.700523376464844
Area/324 Pop/1684.0096435546875
Area/1374 Pop/11049.96875
Area/3377 Pop/2098.9326171875
Area/1932 Pop/2903.78125
Area/201 Pop/8164.2216796875
Area/4692 Pop/-99999.0
Area/4053 Pop/2700.202880859375
Area/1317 Pop/7275.18603515625
Area/3128 Pop/5098.3115234375
Area/1952 Pop/7714.21728515625
Area/3855 Pop/636.1685791015625
Area/1203 Pop/3519.734130859375
Area/2016 Pop/3862.232421875
Area/2941 Pop/1396.302734375
Area/242 Pop/969.8603515625
Area/274 Pop/2081.617919921875
Area/3000 Pop/6567.74169921875
Area/572 Pop/2980.666015625
Area/1629 Pop/17460.361328125
Area/3077 Pop/16509.314453125
Area/131 Pop/4876.654296875
Area/1995 Pop/911.1776733398438
Area/724 Pop/2398.129638671875
Area/1968 Pop/28311.712890625
Area/3690 Pop/1973.28515625
Area/1263 Pop/1659.32421875
Area/116 Pop/3772.5595703125
Area/3673 Pop/3768.6220703125
Area/373 Pop/11976.916015625
Area/3887 Pop/2873.027099609375
Area/489 Pop/476.9531555175781
Area/188 Pop/3923.398193359375
Area/1240 Pop/1452.638671875
Area/5248 Pop/-99999.0
Area/4211 Pop/2712.405517578125
Area/3103 Pop/-99999.0
Area/8 Pop/3329.08642578125
Area/4869 Pop/75.38048553466797
Area/2483 Pop/60255.73828125
Area/2786 Pop/2535.058837890625
Area/2118 Pop/2141.03369140625
Area/565 Pop/1869.4654541015625
Area/3858 Pop/817.5889282226562
Area/1696 Pop/1917.92138671875
Area/2454 Pop/2323.485107421875
Area/3079 Pop/13740.3564453125
Area/340 Pop/2122.34912109375
Area/2430 Pop/6153.1494140625
Area/1208 Pop/18143.947265625
Area/3679 Pop/-99999.0
Area/1067 Pop/2181.917724609375
Area/2263 Pop/5456.4921875
Area/93 Pop/1056.60302734375
Area/4297 Pop/608.9035034179688
Area/3696 Pop/167.56117248535156
Area/881 Pop/2334.443115234375
Area/1312 Pop/2160.2353515625
Area/2876 Pop/5155.31103515625
Area/1580 Pop/856.0555419921875
Area/4362 Pop/-99999.0
Area/500 Pop/6196.443359375
Area/32 Pop/4012.54052734375
Area/1761 Pop/1673.36328125
Area/3731 Pop/14216.025390625
Area/2950 Pop/1867.1419677734375
Area/4049 Pop/10330.376953125
Area/1182 Pop/1288.60595703125
Area/1478 Pop/10562.3232421875
Area/3511 Pop/584.3834228515625
Area/3120 Pop/1581.45654296875
Area/2832 Pop/1369.9022216796875
Area/4579 Pop/-99999.0
Area/3448 Pop/419.9407653808594
Area/1681 Pop/11939.9345703125
Area/1414 Pop/3866.191650390625
Area/3702 Pop/1572.729248046875
Area/4032 Pop/259.3356018066406
Area/4352 Pop/814.4619750976562
Area/4399 Pop/5408.3896484375
Area/2616 Pop/4048.329833984375
Area/2 Pop/4061.158447265625
Area/2752 Pop/1962.6622314453125
Area/4670 Pop/-99999.0
Area/3185 Pop/-99999.0
Area/5026 Pop/-99999.0
Area/3766 Pop/-99999.0
Area/4835 Pop/-99999.0
Area/4512 Pop/1281.771728515625
Area/1207 Pop/13893.3994140625
Area/783 Pop/1266.5172119140625
Area/570 Pop/3105.43310546875
Area/4212 Pop/1417.03955078125
Area/2659 Pop/32412.830078125
Area/4275 Pop/586.353271484375
Area/1744 Pop/2818.287841796875
Area/1791 Pop/5822.5498046875
Area/3088 Pop/2067.142333984375
Area/4828 Pop/-99999.0
Area/1343 Pop/556.3745727539062
Area/5182 Pop/-99999.0
Area/416 Pop/4920.40625
Area/1193 Pop/2419.294921875
Area/2137 Pop/62430.10546875
Area/5153 Pop/571.6057739257812
Area/1037 Pop/4197.55029296875
Area/5129 Pop/660.455078125
Area/3647 Pop/13609.337890625
Area/3021 Pop/-99999.0
Area/4740 Pop/5888.37744140625
Area/323 Pop/1115.125732421875
Area/1997 Pop/410.9985046386719
Area/4454 Pop/1410.4866943359375
Area/442 Pop/2804.110595703125
Area/376 Pop/4184.2138671875
Area/3232 Pop/34931.96875
Area/3208 Pop/814.1858520507812
Area/84 Pop/814.1948852539062
Area/2375 Pop/8500.2255859375
Area/4262 Pop/-99999.0
Area/3729 Pop/11039.7421875
Area/5085 Pop/-99999.0
Area/76 Pop/1232.8570556640625
Area/3028 Pop/5340.1826171875
Area/3752 Pop/6732.18505859375
Area/3488 Pop/8927.5361328125
Area/449 Pop/1378.9317626953125
Area/3497 Pop/10721.0732421875
Area/3800 Pop/4213.42333984375
Area/4373 Pop/323.5194091796875
Area/17 Pop/1401.9837646484375
Area/3790 Pop/783.9031372070312
Area/1621 Pop/11475.84765625
Area/1795 Pop/16027.953125
Area/3292 Pop/2420.930419921875
Area/1151 Pop/2046.06689453125
Area/1170 Pop/4254.54833984375
Area/3828 Pop/1674.1905517578125
Area/1574 Pop/2954.46435546875
Area/1303 Pop/3182.93359375
Area/772 Pop/1838.8936767578125
Area/2270 Pop/967.7008056640625
Area/2791 Pop/2529.150390625
Area/104 Pop/1078.1883544921875
Area/586 Pop/1719.7099609375
Area/1850 Pop/9135.1689453125
Area/5114 Pop/-99999.0
Area/1377 Pop/16175.640625
Area/4610 Pop/-99999.0
Area/1269 Pop/1009.3406982421875
Area/3533 Pop/507.78118896484375
Area/4079 Pop/6664.06787109375
Area/5087 Pop/-99999.0
Area/2437 Pop/425.61846923828125
Area/253 Pop/914.9841918945312
Area/2220 Pop/25327.626953125
Area/826 Pop/544.5492553710938
Area/2503 Pop/2250.847412109375
Area/2464 Pop/3235.517578125
Area/1474 Pop/4693.59326171875
Area/2864 Pop/1363.3265380859375
Area/4128 Pop/1208.16796875
Area/1319 Pop/1610.4095458984375
Area/3114 Pop/6728.232421875
Area/1283 Pop/3489.37353515625
Area/2166 Pop/10511.3271484375
Area/2660 Pop/46315.51171875
Area/2362 Pop/488.5573425292969
Area/1164 Pop/2908.56689453125
Area/2322 Pop/21894.294921875
Area/5219 Pop/379.19537353515625
Area/1823 Pop/2119.63037109375
Area/1616 Pop/1494.001708984375
Area/5119 Pop/684.0602416992188
Area/2046 Pop/2802.01123046875
Area/4385 Pop/4362.17529296875
Area/3050 Pop/3197.112548828125
Area/4347 Pop/516.1950073242188
Area/3287 Pop/3620.213134765625
Area/3521 Pop/-99999.0
Area/45 Pop/677.0802001953125
Area/1246 Pop/2014.1910400390625
Area/2213 Pop/1644.4913330078125
Area/2553 Pop/33003.9921875
Area/2973 Pop/19203.630859375
Area/519 Pop/4313.76953125
Area/1841 Pop/3975.829833984375
Area/2242 Pop/7028.03955078125
Area/2238 Pop/35362.671875
Area/1046 Pop/3142.8359375
Area/3636 Pop/2733.8955078125
Area/3468 Pop/1019.5401000976562
Area/1767 Pop/7919.24609375
Area/2885 Pop/4402.4384765625
Area/3574 Pop/40160.20703125
Area/480 Pop/5428.5009765625
Area/423 Pop/602.8488159179688
Area/3599 Pop/-99999.0
Area/2215 Pop/2123.076171875
Area/865 Pop/7912.14599609375
Area/4238 Pop/5135.1162109375
Area/2801 Pop/10910.76953125
Area/51 Pop/558.6658325195312
Area/4848 Pop/224.16567993164062
Area/3238 Pop/29665.46875
Area/962 Pop/2478.99365234375
Area/4478 Pop/903.509521484375
Area/2505 Pop/2752.407470703125
Area/478 Pop/5855.42431640625
Area/2927 Pop/3393.10107421875
Area/5053 Pop/523.7279052734375
Area/55 Pop/4391.13671875
Area/301 Pop/3008.46875
Area/1560 Pop/9810.689453125
Area/4367 Pop/-99999.0
Area/3975 Pop/542.2265014648438
Area/2716 Pop/11435.3125
Area/225 Pop/690.1834106445312
Area/3788 Pop/8286.9208984375
Area/1730 Pop/11851.037109375
Area/4957 Pop/2472.846923828125
Area/4765 Pop/192.66873168945312
Area/1581 Pop/1068.208251953125
Area/4600 Pop/259.7204284667969
Area/4606 Pop/-99999.0
Area/1634 Pop/14498.396484375
Area/1821 Pop/4370.83154296875
Area/5174 Pop/82.83880615234375
Area/216 Pop/2061.346923828125
Area/2162 Pop/2085.836181640625
Area/2582 Pop/872.5479736328125
Area/1442 Pop/348.92071533203125
Area/4371 Pop/778.4638671875
Area/1093 Pop/383.7977600097656
Area/1006 Pop/2838.1767578125
Area/4931 Pop/123.0068130493164
Area/3829 Pop/2260.728515625
Area/1209 Pop/22479.501953125
Area/3589 Pop/11079.03125
Area/4959 Pop/5490.48583984375
Area/1898 Pop/11202.861328125
Area/3486 Pop/28722.486328125
Area/3455 Pop/1769.71142578125
Area/4884 Pop/9524.76171875
Area/4665 Pop/-99999.0
Area/1128 Pop/4605.61181640625
Area/4271 Pop/1409.607666015625
Area/944 Pop/1487.1600341796875
Area/2455 Pop/3940.68408203125
Area/1598 Pop/13515.931640625
Area/4221 Pop/4946.86376953125
Area/827 Pop/436.1095886230469
Area/2871 Pop/1876.06396484375
Area/3730 Pop/10672.4384765625
Area/2386 Pop/14670.9921875
Area/1758 Pop/7612.67529296875
Area/3802 Pop/1572.209716796875
Area/5238 Pop/-99999.0
Area/2208 Pop/8316.2763671875
Area/3310 Pop/9139.0439453125
Area/4131 Pop/1922.919677734375
Area/222 Pop/968.5682373046875
Area/3483 Pop/6598.9931640625
Area/2363 Pop/788.072021484375
Area/3585 Pop/5004.86474609375
Area/4657 Pop/4755.81298828125
Area/4750 Pop/-99999.0
Area/776 Pop/757.3228759765625
Area/4961 Pop/1866.949462890625
Area/3883 Pop/7193.49169921875
Area/2750 Pop/9522.7919921875
Area/4775 Pop/-99999.0
Area/3266 Pop/-99999.0
Area/810 Pop/494.34259033203125
Area/2312 Pop/22146.97265625
Area/4742 Pop/2267.09912109375
Area/4344 Pop/-99999.0
Area/3152 Pop/24757.5703125
Area/4978 Pop/476.1335754394531
Area/4676 Pop/290.5372619628906
Area/1065 Pop/11515.9912109375
Area/5240 Pop/-99999.0
Area/5011 Pop/53.42184066772461
Area/3446 Pop/728.7759399414062
Area/2410 Pop/1245.2188720703125
Area/4874 Pop/3787.819091796875
Area/617 Pop/1203.5374755859375
Area/5045 Pop/990.3150634765625
Area/3122 Pop/2436.491943359375
Area/3398 Pop/2838.620849609375
Area/328 Pop/601.2914428710938
Area/2052 Pop/23997.005859375
Area/5127 Pop/2244.657470703125
Area/4381 Pop/1851.9765625
Area/984 Pop/645.3350830078125
Area/1694 Pop/5437.916015625
Area/1817 Pop/5655.01953125
Area/3942 Pop/586.0228881835938
Area/5228 Pop/2495.30078125
Area/2352 Pop/634.3994750976562
Area/5046 Pop/464.5556945800781
Area/1839 Pop/4866.6474609375
Area/3893 Pop/2143.160888671875
Area/2837 Pop/3782.310791015625
Area/462 Pop/3100.977783203125
Area/3322 Pop/12581.412109375
Area/2314 Pop/23088.677734375
Area/4743 Pop/1769.286865234375
Area/2230 Pop/23224.224609375
Area/3348 Pop/-99999.0
Area/2963 Pop/3321.41650390625
Area/3861 Pop/446.890380859375
Area/1552 Pop/12186.759765625
Area/584 Pop/6349.79150390625
Area/3436 Pop/-99999.0
Area/3181 Pop/-99999.0
Area/4654 Pop/1085.6492919921875
Area/3650 Pop/6113.580078125
Area/1078 Pop/852.8928833007812
Area/246 Pop/1838.2625732421875
Area/505 Pop/1169.37548828125
Area/4290 Pop/324.4205322265625
Area/860 Pop/718.1832885742188
Area/3264 Pop/-99999.0
Area/5050 Pop/620.7377319335938
Area/40 Pop/1228.932861328125
Area/4333 Pop/-99999.0
Area/4240 Pop/7049.23193359375
Area/454 Pop/2210.906982421875
Area/4708 Pop/2514.31005859375
Area/2168 Pop/5055.61474609375
Area/1613 Pop/761.7244262695312
Area/3817 Pop/4817.23095703125
Area/1602 Pop/4215.31884765625
Area/638 Pop/1163.4725341796875
Area/3852 Pop/-99999.0
Area/2982 Pop/11782.576171875
Area/1787 Pop/2525.0185546875
Area/4424 Pop/-99999.0
Area/5145 Pop/1788.2330322265625
Area/969 Pop/1657.5107421875
Area/2063 Pop/39498.0390625
Area/3217 Pop/5844.28857421875
Area/3237 Pop/26345.255859375
Area/1525 Pop/1221.6656494140625
Area/304 Pop/2554.445068359375
Area/4495 Pop/2172.01513671875
Area/251 Pop/528.5245361328125
Area/1192 Pop/1842.9873046875
Area/460 Pop/1920.3990478515625
Area/2998 Pop/10835.5751953125
Area/1388 Pop/5588.083984375
Area/3728 Pop/6983.34130859375
Area/3404 Pop/17286.541015625
Area/4073 Pop/10470.80078125
Area/2648 Pop/26331.142578125
Area/1465 Pop/16651.650390625
Area/145 Pop/524.5687255859375
Area/3204 Pop/1801.263916015625
Area/764 Pop/647.8663330078125
Area/3891 Pop/463.03997802734375
Area/424 Pop/987.3118896484375
Area/4755 Pop/-99999.0
Area/934 Pop/639.3495483398438
Area/4078 Pop/10689.5546875
Area/730 Pop/5693.37451171875
Area/2338 Pop/5182.67578125
Area/4767 Pop/178.8038787841797
Area/3442 Pop/145.20726013183594
Area/5273 Pop/-99999.0
Area/5149 Pop/582.0835571289062
Area/44 Pop/884.7323608398438
Area/484 Pop/7077.27099609375
Area/4839 Pop/-99999.0
Area/3783 Pop/1110.4654541015625
Area/1194 Pop/1964.477783203125
Area/1769 Pop/2533.415771484375
Area/1461 Pop/16407.23046875
Area/1492 Pop/1095.447509765625
Area/1825 Pop/1620.704833984375
Area/176 Pop/1417.8232421875
Area/2958 Pop/5812.93359375
Area/3165 Pop/5839.236328125
Area/3334 Pop/35.443965911865234
Area/334 Pop/902.5225830078125
Area/781 Pop/11063.658203125
Area/2100 Pop/2112.6123046875
Area/1313 Pop/2845.28759765625
Area/4151 Pop/1946.5213623046875
Area/4872 Pop/1700.452880859375
Area/467 Pop/1678.6397705078125
Area/3803 Pop/1456.3697509765625
Area/4571 Pop/3646.14111328125
Area/4488 Pop/1626.36669921875
Area/1392 Pop/3028.849609375
Area/549 Pop/2960.41650390625
Area/577 Pop/7493.95068359375
Area/1308 Pop/2785.25634765625
Area/2089 Pop/2335.032470703125
Area/3716 Pop/6135.7060546875
Area/3758 Pop/104.19837951660156
Area/4163 Pop/695.1165771484375
Area/1755 Pop/3299.42138671875
Area/4964 Pop/1149.9375
Area/2412 Pop/4659.091796875
Area/3478 Pop/5004.3203125
Area/3985 Pop/2909.047119140625
Area/2897 Pop/25325.232421875
Area/4253 Pop/-99999.0
Area/2351 Pop/-99999.0
Area/1843 Pop/5116.78515625
Area/1854 Pop/2581.750732421875
Area/3437 Pop/-99999.0
Area/91 Pop/718.6182861328125
Area/5002 Pop/-99999.0
Area/4047 Pop/1673.8172607421875
Area/2545 Pop/5375.84130859375
Area/2060 Pop/13233.095703125
Area/1638 Pop/6599.646484375
Area/578 Pop/5541.45068359375
Area/2823 Pop/39441.078125
Area/1048 Pop/4957.66796875
Area/797 Pop/3097.191162109375
Area/4009 Pop/-99999.0
Area/1856 Pop/799.219970703125
Area/419 Pop/675.8951416015625
Area/2143 Pop/22334.236328125
Area/872 Pop/2738.587890625
Area/2586 Pop/4116.60595703125
Area/3450 Pop/752.6674194335938
Area/2212 Pop/736.399658203125
Area/1059 Pop/1032.7642822265625
Area/2150 Pop/14166.8876953125
Area/3882 Pop/7675.0146484375
Area/74 Pop/784.3959350585938
Area/3110 Pop/2095.58984375
Area/1418 Pop/1609.3712158203125
Area/4827 Pop/-99999.0
Area/713 Pop/3055.74560546875
Area/5040 Pop/759.511474609375
Area/3458 Pop/461.0344543457031
Area/1213 Pop/6155.5791015625
Area/420 Pop/369.2051696777344
Area/2467 Pop/13523.2490234375
Area/5190 Pop/-99999.0
Area/1153 Pop/728.7841186523438
Area/3821 Pop/7484.220703125
Area/4232 Pop/895.6553955078125
Area/1412 Pop/887.1469116210938
Area/2623 Pop/5421.6787109375
Area/628 Pop/2410.152587890625
Area/1044 Pop/7032.43408203125
Area/1722 Pop/8142.13671875
Area/1799 Pop/30683.79296875
Area/2344 Pop/15487.068359375
Area/130 Pop/2397.49951171875
Area/2882 Pop/5677.44287109375
Area/468 Pop/2268.845458984375
Area/3528 Pop/562.91064453125
Area/5038 Pop/969.0936279296875
Area/4064 Pop/1884.4442138671875
Area/1435 Pop/1279.304443359375
Area/3966 Pop/7130.01318359375
Area/4805 Pop/1356.6976318359375
Area/1132 Pop/8285.22265625
Area/4985 Pop/1925.2879638671875
Area/569 Pop/2848.509521484375
Area/4776 Pop/-99999.0
Area/3536 Pop/1091.7255859375
Area/576 Pop/5357.10986328125
Area/3031 Pop/4745.18115234375
Area/1802 Pop/22741.427734375
Area/1746 Pop/684.1126098632812
Area/3308 Pop/5374.90576171875
Area/4186 Pop/2991.742431640625
Area/1752 Pop/3354.361328125
Area/5008 Pop/111.00504302978516
Area/1796 Pop/13844.267578125
Area/161 Pop/1612.7291259765625
Area/3153 Pop/27571.623046875
Area/769 Pop/2136.56640625
Area/491 Pop/1627.0361328125
Area/1500 Pop/1114.950927734375
Area/1697 Pop/1502.4482421875
Area/2169 Pop/6765.29150390625
Area/293 Pop/3467.39794921875
Area/2183 Pop/170.86000061035156
Area/1931 Pop/1641.871337890625
Area/2130 Pop/1196.11962890625
Area/5281 Pop/1405.004150390625
Area/1859 Pop/738.1885375976562
Area/1770 Pop/2753.186767578125
Area/3135 Pop/7458.8583984375
Area/982 Pop/4021.54345703125
Area/2260 Pop/6424.96728515625
Area/3427 Pop/727.6760864257812
Area/2668 Pop/1953.763427734375
Area/4904 Pop/2363.721923828125
Area/3871 Pop/3492.406494140625
Area/5286 Pop/896.0748291015625
Area/393 Pop/4244.2822265625
Area/4906 Pop/1605.9124755859375
Area/4659 Pop/5543.16796875
Area/1639 Pop/12277.095703125
Area/2804 Pop/21561.81640625
Area/3513 Pop/-99999.0
Area/4158 Pop/617.040283203125
Area/2315 Pop/22724.283203125
Area/2587 Pop/3908.055419921875
Area/4384 Pop/1466.0843505859375
Area/4433 Pop/1139.2896728515625
Area/645 Pop/1907.0533447265625
Area/4417 Pop/-99999.0
Area/2501 Pop/8295.224609375
Area/3017 Pop/-99999.0
Area/5194 Pop/-99999.0
Area/529 Pop/2569.52392578125
Area/1840 Pop/2591.52783203125
Area/2683 Pop/-99999.0
Area/4123 Pop/2271.471923828125
Area/1779 Pop/1992.6719970703125
Area/3424 Pop/3916.89599609375
Area/1844 Pop/2306.942626953125
Area/1873 Pop/2698.055419921875
Area/2119 Pop/4395.14013671875
Area/631 Pop/8796.32421875
Area/3075 Pop/81611.5625
Area/2715 Pop/8508.2978515625
Area/3414 Pop/4504.58056640625
Area/1922 Pop/2983.099609375
